YEAR,CITIES,POPULATION
2011,Dublin,"42,035"
2011,StateCollege,"41,998"
2011,Coachella,"41,949"
2011,NorthLauderdale,"41,849"
2011,AltamonteSprings,"41,719"
2011,CutlerBay,"41,678"
2011,BuffaloGrove,"41,664"
2011,SanBruno,"41,645"
2011,Urbana,"41,579"
2011,Bartlett,"41,469"
2011,Westfield,"41,380"
2011,Wilkes-Barre,"41,313"
2011,Findlay,"41,299"
2011,OroValley,"41,204"
2011,Kearny,"41,183"
2011,Meridian,"41,096"
2011,RohnertPark,"41,055"
2011,Warren,"41,013"
2011,Woonsocket,"41,009"
2011,Smyrna,"40,981"
2011,Leominster,"40,888"
2011,Keller,"40,884"
2011,Quincy,"40,770"
2011,Linden,"40,637"
2011,Covington,"40,578"
2011,CrystalLake,"40,573"
2011,Hagerstown,"40,565"
2011,Sumter,"40,530"
2011,Norwich,"40,471"
2011,Fitchburg,"40,367"
2011,Urbandale,"40,284"
2011,Plainfield,"40,151"
2011,Holyoke,"40,143"
2011,LaPuente,"40,077"
2011,Streamwood,"40,069"
2011,Beverly,"40,046"
2011,CarolStream,"40,018"
2011,Shelton,"39,987"
2011,Brea,"39,970"
2011,Hickory,"39,970"
2011,Edmonds,"39,949"
2011,SanGabriel,"39,946"
2011,Prescott,"39,945"
2011,Campbell,"39,790"
2011,Romeoville,"39,706"
2011,Mankato,"39,616"
2011,NewBerlin,"39,608"
2011,BullheadCity,"39,606"
2011,CedarFalls,"39,551"
2011,Riverton,"39,523"
2011,Huntsville,"39,516"
2011,AtlanticCity,"39,489"
2011,Florence,"39,420"
2011,Coppell,"39,402"
2011,Manassas,"39,301"
2011,Bremerton,"39,174"
2011,Germantown,"39,169"
2011,Rockwall,"39,130"
2011,Wausau,"39,107"
2011,Muskogee,"39,095"
2011,CulverCity,"39,078"
2011,Calexico,"38,999"
2011,Duncanville,"38,990"
2011,RockIsland,"38,968"
2011,Lancaster,"38,957"
2011,Sherman,"38,928"
2011,Marlborough,"38,874"
2011,Moorhead,"38,841"
2011,Clovis,"38,834"
2011,PrescottValley,"38,833"
2011,MorganHill,"38,768"
2011,Maplewood,"38,750"
2011,Apex,"38,747"
2011,Stanton,"38,687"
2011,Beaumont,"38,604"
2011,Woburn,"38,598"
2011,Annapolis,"38,585"
2011,Lima,"38,521"
2011,CapeGirardeau,"38,368"
2011,Burleson,"38,293"
2011,LaQuinta,"38,282"
2011,OrmondBeach,"38,217"
2011,HanoverPark,"38,212"
2011,HuberHeights,"38,132"
2011,Bozeman,"38,097"
2011,Carpentersville,"38,086"
2011,Brentwood,"38,083"
2011,Shakopee,"38,005"
2011,Greenacres,"37,987"
2011,Brookfield,"37,890"
2011,Wheeling,"37,828"
2011,HallandaleBeach,"37,823"
2011,Hurst,"37,805"
2011,Pacifica,"37,729"
2011,LincolnPark,"37,700"
2011,ValleyStream,"37,628"
2011,ParkRidge,"37,599"
2011,HiltonHeadIsland,"37,585"
2011,St.Cloud,"37,563"
2011,Puyallup,"37,511"
2011,GooseCreek,"37,429"
2011,Montclair,"37,328"
2011,Florence,"37,318"
2011,Lancaster,"37,275"
2011,Roy,"37,265"
2011,Spartanburg,"37,208"
2011,Addison,"37,202"
2011,CalumetCity,"37,150"
2011,TheColony,"37,091"
2011,Ocoee,"37,084"
2011,Muskegon,"37,016"
2011,LakeOswego,"36,969"
2011,Portage,"36,963"
2011,Marion,"36,938"
2011,Bentonville,"36,925"
2011,Goldsboro,"36,907"
2011,Greenfield,"36,856"
2011,Texarkana,"36,838"
2011,Beloit,"36,829"
2011,Monrovia,"36,791"
2011,Richmond,"36,790"
2011,Gadsden,"36,736"
2011,Keizer,"36,721"
2011,Aventura,"36,677"
2011,Dover,"36,670"
2011,Westerville,"36,668"
2011,Longview,"36,662"
2011,Oakley,"36,653"
2011,LosBanos,"36,497"
2011,Weslaco,"36,476"
2011,Lewiston,"36,465"
2011,NewAlbany,"36,423"
2011,Northglenn,"36,376"
2011,Martinez,"36,324"
2011,GroveCity,"36,273"
2011,Rome,"36,269"
2012,NYK,"8,336,697"
2012,LAL,"3,857,799"
2012,CHI,"2,714,856"
2012,HOU,"2,160,821"
2012,PHI,"1,547,607"
2012,PHO,"1,488,750"
2012,SAS,"1,382,951"
2012,SanDiego,"1,338,348"
2012,DAL,"1,241,162"
2012,SanJose,"982,765"
2012,Austin,"842,592"
2012,Jacksonville,"836,507"
2012,IND,"834,852"
2012,GSW,"825,863"
2012,Columbus,"809,798"
2012,FortWorth,"777,992"
2012,CHA,"775,202"
2012,DET,"701,475"
2012,ElPaso,"672,538"
2012,MEM,"655,155"
2012,BOS,"636,479"
2012,Seattle,"634,535"
2012,DEN,"634,265"
2012,WAS,"632,323"
2012,Nashville-Davidson,"624,496"
2012,Baltimore,"621,342"
2012,Louisville/JeffersonCounty,"605,110"
2012,POR,"603,106"
2012,OKC,"599,199"
2012,MIL,"598,916"
2012,LasVegas,"596,424"
2012,Albuquerque,"555,417"
2012,Tucson,"524,295"
2012,Fresno,"505,882"
2012,SAC,"475,516"
2012,LongBeach,"467,892"
2012,KansasCity,"464,310"
2012,Mesa,"452,084"
2012,VirginiaBeach,"447,021"
2012,ATL,"443,775"
2012,ColoradoSprings,"431,834"
2012,Raleigh,"423,179"
2012,Omaha,"421,570"
2012,MIA,"413,892"
2012,Oakland,"400,740"
2012,Tulsa,"393,987"
2012,MIN,"392,880"
2012,CLE,"390,928"
2012,Wichita,"385,577"
2012,Arlington,"375,600"
2012,NOH,"369,250"
2012,Bakersfield,"358,597"
2012,Tampa,"347,645"
2012,Honolulu,"345,610"
2012,Anaheim,"343,248"
2012,Aurora,"339,030"
2012,SantaAna,"330,920"
2012,St.Louis,"318,172"
2012,Riverside,"313,673"
2012,CorpusChristi,"312,195"
2012,Pittsburgh,"306,211"
2012,Lexington-Fayette,"305,489"
2012,Anchorage,"298,610"
2012,Stockton,"297,984"
2012,Cincinnati,"296,550"
2012,St.Paul,"290,770"
2012,Toledo,"284,012"
2012,NJN,"277,727"
2012,Greensboro,"277,080"
2012,Plano,"272,068"
2012,Henderson,"265,679"
2012,Lincoln,"265,404"
2012,Buffalo,"259,384"
2012,FortWayne,"254,555"
2012,JerseyCity,"254,441"
2012,ChulaVista,"252,422"
2012,ORL,"249,562"
2012,St.Petersburg,"246,541"
2012,Norfolk,"245,782"
2012,Chandler,"245,628"
2012,Laredo,"244,731"
2012,Madison,"240,323"
2012,Durham,"239,358"
2012,Lubbock,"236,065"
2012,Winston-Salem,"234,349"
2012,Garland,"233,564"
2012,Glendale,"232,143"
2012,Hialeah,"231,941"
2012,Reno,"231,027"
2012,BatonRouge,"230,058"
2012,Irvine,"229,985"
2012,Chesapeake,"228,417"
2012,Irving,"225,427"
2012,Scottsdale,"223,514"
2012,NorthLasVegas,"223,491"
2012,Fremont,"221,986"
2012,Gilbert,"221,140"
2012,SanBernardino,"213,295"
2012,BoiseCity,"212,303"
2012,Birmingham,"212,038"
2012,Rochester,"210,532"
2012,Richmond,"210,309"
2012,Spokane,"209,525"
2012,DesMoines,"206,688"
2012,Montgomery,"205,293"
2012,Modesto,"203,547"
2012,Fayetteville,"202,103"
2012,Tacoma,"202,010"
2012,Shreveport,"201,867"
2012,Fontana,"201,812"
2012,Oxnard,"201,555"
2012,Aurora,"199,932"
2012,MorenoValley,"199,552"
2012,Akron,"198,549"
2012,Yonkers,"198,449"
2012,Columbus,"198,413"
2012,Augusta-RichmondCounty,"197,872"
2012,LittleRock,"196,537"
2012,Amarillo,"195,250"
2012,Mobile,"194,822"
2012,HuntingtonBeach,"194,708"
2012,Glendale,"194,478"
2012,GrandRapids,"190,411"
2012,UTA,"189,314"
2012,Tallahassee,"186,971"
2012,Huntsville,"183,739"
2012,Worcester,"182,669"
2012,Knoxville,"182,200"
2012,GrandPrairie,"181,824"
2012,NewportNews,"180,726"
2012,Brownsville,"180,097"
2012,SantaClarita,"179,013"
2012,OverlandPark,"178,919"
2012,Providence,"178,432"
2012,Jackson,"175,437"
2012,GardenGrove,"174,389"
2012,Oceanside,"171,293"
2012,Chattanooga,"171,279"
2012,FortLauderdale,"170,747"
2012,RanchoCucamonga,"170,746"
2012,SantaRosa,"170,685"
2012,PortSt.Lucie,"168,716"
2012,Ontario,"167,211"
2012,Tempe,"166,842"
2012,Vancouver,"165,489"
2012,Springfield,"162,191"
2012,CapeCoral,"161,248"
2012,PembrokePines,"160,306"
2012,SiouxFalls,"159,908"
2012,Peoria,"159,789"
2012,Lancaster,"159,055"
2012,ElkGrove,"159,038"
2012,Corona,"158,391"
2012,Eugene,"157,986"
2012,Salem,"157,429"
2012,Palmdale,"155,650"
2012,Salinas,"154,484"
2012,Springfield,"153,552"
2012,Pasadena,"152,272"
2012,Rockford,"150,843"
2012,Pomona,"150,812"
2012,Hayward,"149,392"
2012,FortCollins,"148,612"
2012,Joliet,"148,268"
2012,Escondido,"147,575"
2012,KansasCity,"147,268"
2012,Torrance,"147,027"
2012,Bridgeport,"146,425"
2012,Alexandria,"146,294"
2012,Sunnyvale,"146,197"
2012,Cary,"145,693"
2012,Lakewood,"145,516"
2012,Hollywood,"145,236"
2012,Paterson,"145,219"
2012,Syracuse,"144,170"
2012,Naperville,"143,684"
2012,McKinney,"143,223"
2012,Mesquite,"143,195"
2012,Clarksville,"142,519"
2012,Savannah,"142,022"
2012,Dayton,"141,359"
2012,Orange,"139,419"
2012,Fullerton,"138,574"
2012,Pasadena,"138,547"
2012,Hampton,"136,836"
2012,McAllen,"134,719"
2012,Killeen,"134,654"
2012,Warren,"134,141"
2012,WestValleyCity,"132,434"
2012,Columbia,"131,686"
2012,NewHaven,"130,741"
2012,SterlingHeights,"130,410"
2012,Olathe,"130,045"
2012,Miramar,"128,729"
2012,ThousandOaks,"128,412"
2012,Frisco,"128,176"
2012,CedarRapids,"128,119"
2012,Topeka,"127,939"
2012,Visalia,"127,081"
2012,Waco,"127,018"
2012,Elizabeth,"126,458"
2012,Bellevue,"126,439"
2012,Gainesville,"126,047"
2012,SimiValley,"125,793"
2012,Charleston,"125,583"
2012,Carrollton,"125,409"
2012,CoralSprings,"125,287"
2012,Stamford,"125,109"
2012,Hartford,"124,893"
2012,Concord,"124,711"
2012,Roseville,"124,519"
2012,Thornton,"124,140"
2012,Kent,"122,999"
2012,Lafayette,"122,761"
2012,Surprise,"121,287"
2012,Denton,"121,123"
2012,Victorville,"120,336"
2012,Evansville,"120,235"
2012,Midland,"119,385"
2012,SantaClara,"119,311"
2012,Athens-ClarkeCounty,"118,999"
2012,Allentown,"118,974"
2012,Abilene,"118,887"
2012,Beaumont,"118,228"
2012,Vallejo,"117,796"
2012,Independence,"117,270"
2012,Springfield,"117,126"
2012,AnnArbor,"116,121"
2012,Provo,"115,919"
2012,Peoria,"115,687"
2012,Norman,"115,562"
2012,Berkeley,"115,403"
2012,ElMonte,"115,111"
2012,Murfreesboro,"114,038"
2012,Lansing,"113,996"
2012,Columbia,"113,225"
2012,Downey,"112,873"
2012,CostaMesa,"111,918"
2012,Inglewood,"111,182"
2012,MiamiGardens,"110,754"
2012,Manchester,"110,209"
2012,Elgin,"109,927"
2012,Wilmington,"109,922"
2012,Waterbury,"109,915"
2012,Fargo,"109,779"
2012,Arvada,"109,745"
2012,Carlsbad,"109,318"
2012,Westminster,"109,169"
2012,Rochester,"108,992"
2012,Gresham,"108,956"
2012,Clearwater,"108,732"
2012,Lowell,"108,522"
2012,WestJordan,"108,383"
2012,Pueblo,"107,772"
2012,SanBuenaventura(Ventura),"107,734"
2012,Fairfield,"107,684"
2012,WestCovina,"107,440"
2012,Billings,"106,954"
2012,Murrieta,"106,810"
2012,HighPoint,"106,586"
2012,RoundRock,"106,573"
2012,Richmond,"106,516"
2012,Cambridge,"106,471"
2012,Norwalk,"106,278"
2012,Odessa,"106,102"
2012,Antioch,"105,508"
2012,Temecula,"105,208"
2012,GreenBay,"104,868"
2012,Everett,"104,655"
2012,WichitaFalls,"104,552"
2012,Burbank,"104,391"
2012,PalmBay,"104,124"
2012,Centennial,"103,743"
2012,DalyCity,"103,690"
2012,Richardson,"103,297"
2012,PompanoBeach,"102,984"
2012,BrokenArrow,"102,019"
2012,NorthCharleston,"101,989"
2012,WestPalmBeach,"101,903"
2012,Boulder,"101,808"
2012,Rialto,"101,740"
2012,SantaMaria,"101,459"
2012,ElCajon,"101,435"
2012,Davenport,"101,363"
2012,LasCruces,"101,047"
2012,Erie,"101,047"
2012,SouthBend,"100,800"
2012,Flint,"100,515"
2012,Kenosha,"100,150"
2012,Lakeland,"99,999"
2012,SanMateo,"99,670"
2012,Lewisville,"99,453"
2012,SandySprings,"99,419"
2012,Tyler,"99,323"
2012,Clovis,"98,632"
2012,Lawton,"98,376"
2012,Albany,"97,904"
2012,CollegeStation,"97,801"
2012,Compton,"97,559"
2012,Roanoke,"97,469"
2012,JurupaValley,"97,426"
2012,Dearborn,"96,474"
2012,Portsmouth,"96,470"
2012,Pearland,"96,294"
2012,Vista,"96,047"
2012,SanAngelo,"95,887"
2012,Livonia,"95,586"
2012,Davie,"95,489"
2012,Renton,"95,448"
2012,Yuma,"95,429"
2012,Greeley,"95,357"
2012,Hillsboro,"95,327"
2012,SouthGate,"95,304"
2012,MissionViejo,"95,290"
2012,NewBedford,"94,929"
2012,Brockton,"94,094"
2012,Vacaville,"93,899"
2012,Roswell,"93,692"
2012,Tuscaloosa,"93,357"
2012,Yakima,"93,101"
2012,Quincy,"93,027"
2012,Carson,"93,002"
2012,Beaverton,"92,680"
2012,Lee'sSummit,"92,468"
2012,Sparks,"92,183"
2012,Hesperia,"92,062"
2012,FederalWay,"91,933"
2012,SantaMonica,"91,812"
2012,Westminster,"91,377"
2012,Lynn,"91,253"
2012,Macon,"91,234"
2012,RioRancho,"90,818"
2012,Redding,"90,755"
2012,Orem,"90,749"
2012,SpokaneValley,"90,641"
2012,MiamiBeach,"90,588"
2012,Allen,"89,640"
2012,SantaBarbara,"89,639"
2012,Lawrence,"89,512"
2012,Sandy,"89,344"
2012,FallRiver,"88,945"
2012,Waukegan,"88,862"
2012,Sunrise,"88,843"
2012,Longmont,"88,669"
2012,LeagueCity,"88,188"
2012,Reading,"88,102"
2012,Plantation,"88,016"
2012,BocaRaton,"87,836"
2012,Chico,"87,714"
2012,FortSmith,"87,443"
2012,Greenville,"87,242"
2012,Norwalk,"87,190"
2012,NewportBeach,"87,068"
2012,Nashua,"86,933"
2012,SanLeandro,"86,890"
2012,SanMarcos,"86,752"
2012,Newton,"86,307"
2012,Duluth,"86,211"
2012,Whittier,"86,177"
2012,Bloomington,"86,033"
2012,Asheville,"85,712"
2012,Hawthorne,"85,681"
2012,Deltona,"85,442"
2012,Suffolk,"85,181"
2012,Edmond,"84,885"
2012,CitrusHeights,"84,870"
2012,Clifton,"84,722"
2012,Tracy,"84,669"
2012,Trenton,"84,477"
2012,Alhambra,"84,322"
2012,Cicero,"84,137"
2012,Nampa,"83,930"
2012,Ogden,"83,793"
2012,Carmel,"83,565"
2012,Livermore,"83,547"
2012,Hoover,"83,412"
2012,Westland,"82,883"
2012,Danbury,"82,807"
2012,SiouxCity,"82,719"
2012,Champaign,"82,517"
2012,SugarLand,"82,480"
2012,JohnsCreek,"82,306"
2012,Bellingham,"82,234"
2012,Troy,"82,212"
2012,BuenaPark,"82,155"
2012,Concord,"81,981"
2012,O'Fallon,"81,979"
2012,Bloomington,"81,963"
2012,Warwick,"81,873"
2012,Fishers,"81,833"
2012,Menifee,"81,474"
2012,Longview,"81,092"
2012,Hemet,"81,046"
2012,Edinburg,"81,029"
2012,Lakewood,"80,833"
2012,Merced,"80,793"
2012,FarmingtonHills,"80,756"
2012,Parma,"80,597"
2012,Cranston,"80,529"
2012,Mission,"80,452"
2012,Meridian,"80,386"
2012,Chino,"80,164"
2012,Hammond,"79,686"
2012,Indio,"79,302"
2012,Gary,"79,170"
2012,Bend,"79,109"
2012,RedwoodCity,"79,009"
2012,LakeForest,"78,853"
2012,NewRochelle,"78,388"
2012,Napa,"78,340"
2012,Racine,"78,303"
2012,Avondale,"78,256"
2012,Bryan,"78,061"
2012,Tustin,"78,049"
2012,Largo,"77,878"
2012,BrooklynPark,"77,752"
2012,Bloomington,"77,733"
2012,DeerfieldBeach,"77,439"
2012,Albany,"77,431"
2012,PalmCoast,"77,374"
2012,Bellflower,"77,356"
2012,Lawrence,"77,326"
2012,Camden,"77,250"
2012,St.Joseph,"77,176"
2012,Lynchburg,"77,113"
2012,Somerville,"77,104"
2012,Melbourne,"77,048"
2012,Fayetteville,"76,899"
2012,MountainView,"76,621"
2012,Medford,"76,462"
2012,ChinoHills,"76,457"
2012,BaldwinPark,"76,419"
2012,Kennewick,"75,971"
2012,Scranton,"75,809"
2012,ArlingtonHeights,"75,777"
2012,Alameda,"75,641"
2012,St.George,"75,561"
2012,Evanston,"75,430"
2012,Decatur,"75,407"
2012,Upland,"75,209"
2012,Bethlehem,"75,103"
2012,Kalamazoo,"75,092"
2012,Schaumburg,"74,781"
2012,Bolingbrook,"74,039"
2012,SanRamon,"73,927"
2012,Auburn,"73,505"
2012,LakeCharles,"73,474"
2012,Folsom,"73,384"
2012,Wyoming,"73,371"
2012,Baytown,"73,238"
2012,NewBritain,"73,153"
2012,Pharr,"73,138"
2012,Springdale,"73,123"
2012,Appleton,"73,016"
2012,Plymouth,"72,928"
2012,Gastonia,"72,723"
2012,Canton,"72,683"
2012,Southfield,"72,507"
2012,Pleasanton,"72,338"
2012,RochesterHills,"72,283"
2012,MountPleasant,"71,875"
2012,UnionCity,"71,763"
2012,Perris,"71,326"
2012,Wilmington,"71,292"
2012,Pawtucket,"71,170"
2012,Manteca,"71,067"
2012,Waukesha,"70,920"
2012,WarnerRobins,"70,712"
2012,Lynwood,"70,709"
2012,AppleValley,"70,700"
2012,Loveland,"70,223"
2012,Passaic,"70,218"
2012,Jonesboro,"70,187"
2012,IowaCity,"70,133"
2012,Gulfport,"70,113"
2012,BoyntonBeach,"70,101"
2012,Muncie,"70,087"
2012,Redlands,"69,916"
2012,RapidCity,"69,854"
2012,Turlock,"69,733"
2012,Goodyear,"69,648"
2012,Jacksonville,"69,220"
2012,SantaFe,"69,204"
2012,Temple,"69,148"
2012,Palatine,"69,144"
2012,Lauderhill,"69,100"
2012,MissouriCity,"69,020"
2012,Milpitas,"68,800"
2012,Layton,"68,677"
2012,Missoula,"68,394"
2012,Waterloo,"68,297"
2012,RockHill,"68,094"
2012,Lafayette,"67,925"
2012,MountVernon,"67,896"
2012,FlowerMound,"67,825"
2012,UnionCity,"67,744"
2012,RedondoBeach,"67,693"
2012,Weston,"67,641"
2012,Flagstaff,"67,468"
2012,Dothan,"67,382"
2012,Jackson,"67,265"
2012,RanchoCordova,"66,997"
2012,EauClaire,"66,966"
2012,Kenner,"66,820"
2012,YorbaLinda,"66,735"
2012,Oshkosh,"66,653"
2012,St.Charles,"66,463"
2012,Frederick,"66,382"
2012,PaloAlto,"66,363"
2012,Franklin,"66,280"
2012,Schenectady,"66,078"
2012,Davis,"65,993"
2012,St.Cloud,"65,986"
2012,Camarillo,"65,968"
2012,FortMyers,"65,725"
2012,WalnutCreek,"65,695"
2012,Harlingen,"65,679"
2012,Pittsburg,"65,664"
2012,SouthSanFrancisco,"65,547"
2012,Youngstown,"65,405"
2012,Pasco,"65,398"
2012,NorthRichlandHills,"65,290"
2012,YubaCity,"65,105"
2012,Skokie,"65,074"
2012,SanClemente,"64,882"
2012,Eagan,"64,854"
2012,Bismarck,"64,751"
2012,BossierCity,"64,655"
2012,NorthLittleRock,"64,633"
2012,JohnsonCity,"64,528"
2012,Woodbury,"64,496"
2012,LagunaNiguel,"64,452"
2012,MapleGrove,"64,420"
2012,Bayonne,"64,416"
2012,Victoria,"64,376"
2012,EastOrange,"64,268"
2012,Lorain,"63,707"
2012,Shawnee,"63,622"
2012,Janesville,"63,588"
2012,PicoRivera,"63,522"
2012,Kissimmee,"63,369"
2012,Montebello,"63,305"
2012,Lodi,"63,301"
2012,Rockville,"63,244"
2012,Homestead,"63,190"
2012,Conway,"62,939"
2012,Gaithersburg,"62,794"
2012,Madera,"62,624"
2012,Tamarac,"62,557"
2012,Marysville,"62,402"
2012,DelrayBeach,"62,357"
2012,Hamilton,"62,295"
2012,EdenPrairie,"62,258"
2012,CouncilBluffs,"62,115"
2012,Taylor,"62,114"
2012,SantaCruz,"62,041"
2012,DaytonaBeach,"62,035"
2012,Alpharetta,"61,981"
2012,CoonRapids,"61,931"
2012,Waltham,"61,918"
2012,Utica,"61,822"
2012,Haverhill,"61,797"
2012,Cheyenne,"61,537"
2012,Conroe,"61,533"
2012,LaHabra,"61,392"
2012,Burnsville,"61,130"
2012,TerreHaute,"61,112"
2012,Encinitas,"60,994"
2012,MontereyPark,"60,937"
2012,Tulare,"60,933"
2012,Vineland,"60,854"
2012,NewBraunfels,"60,761"
2012,WestAllis,"60,732"
2012,Greenville,"60,709"
2012,Meriden,"60,638"
2012,Ames,"60,634"
2012,Bristol,"60,603"
2012,BowlingGreen,"60,600"
2012,NorthMiami,"60,565"
2012,Malden,"60,374"
2012,Taylorsville,"60,227"
2012,Pontiac,"60,175"
2012,Springfield,"60,147"
2012,Cupertino,"60,009"
2012,GrandJunction,"59,899"
2012,Springfield,"59,869"
2012,St.ClairShores,"59,749"
2012,Gardena,"59,490"
2012,Blaine,"59,412"
2012,NationalCity,"59,387"
2012,Lancaster,"59,360"
2012,Mansfield,"59,317"
2012,WestDesMoines,"59,296"
2012,Rocklin,"59,030"
2012,Petaluma,"58,921"
2012,Rogers,"58,895"
2012,GreatFalls,"58,893"
2012,Lakewood,"58,852"
2012,DesPlaines,"58,840"
2012,Wellington,"58,679"
2012,HuntingtonPark,"58,673"
2012,SanRafael,"58,502"
2012,ChapelHill,"58,424"
2012,RoyalOak,"58,410"
2012,NorthPort,"58,378"
2012,Marietta,"58,359"
2012,Broomfield,"58,298"
2012,LaMesa,"58,160"
2012,Dubuque,"58,155"
2012,Owensboro,"58,083"
2012,CedarPark,"57,957"
2012,IdahoFalls,"57,899"
2012,Casper,"57,813"
2012,Moore,"57,810"
2012,Rowlett,"57,703"
2012,Valdosta,"57,597"
2012,Arcadia,"57,497"
2012,WhitePlains,"57,403"
2012,OrlandPark,"57,392"
2012,Lakeville,"57,342"
2012,Jupiter,"57,221"
2012,TinleyPark,"57,144"
2012,RockyMount,"57,136"
2012,Medford,"57,033"
2012,OakLawn,"56,995"
2012,Ocala,"56,945"
2012,Novi,"56,912"
2012,Auburn,"56,908"
2012,Kokomo,"56,866"
2012,DearbornHeights,"56,838"
2012,Berwyn,"56,800"
2012,PortOrange,"56,766"
2012,Redmond,"56,561"
2012,FountainValley,"56,464"
2012,DiamondBar,"56,363"
2012,Woodland,"56,271"
2012,NewBrunswick,"56,160"
2012,Bowie,"56,129"
2012,MidwestCity,"56,080"
2012,Manhattan,"56,069"
2012,Taunton,"56,055"
2012,Decatur,"55,996"
2012,Kettering,"55,990"
2012,Bartlett,"55,945"
2012,SouthJordan,"55,934"
2012,Anderson,"55,554"
2012,Chicopee,"55,490"
2012,WestHaven,"55,404"
2012,Santee,"55,343"
2012,LakeElsinore,"55,288"
2012,Noblesville,"55,075"
2012,Margate,"55,026"
2012,Porterville,"55,023"
2012,CoconutCreek,"55,001"
2012,Corvallis,"54,998"
2012,WeymouthTown,"54,906"
2012,Hempstead,"54,883"
2012,CarsonCity,"54,838"
2012,Pocatello,"54,777"
2012,Paramount,"54,680"
2012,Sanford,"54,651"
2012,Eastvale,"54,635"
2012,Buckeye,"54,542"
2012,MountProspect,"54,505"
2012,Rosemead,"54,393"
2012,Shoreline,"54,352"
2012,Hanford,"54,324"
2012,Highland,"54,154"
2012,Elyria,"54,086"
2012,St.Peters,"54,078"
2012,PortArthur,"54,010"
2012,Normal,"53,837"
2012,Brentwood,"53,673"
2012,Wheaton,"53,469"
2012,GrandForks,"53,456"
2012,Novato,"53,301"
2012,Revere,"53,179"
2012,Colton,"53,123"
2012,Hendersonville,"53,080"
2012,BlueSprings,"53,014"
2012,LakeHavasuCity,"52,819"
2012,Sarasota,"52,811"
2012,Euless,"52,780"
2012,CathedralCity,"52,655"
2012,Greenwood,"52,652"
2012,Smyrna,"52,650"
2012,Bellevue,"52,604"
2012,Delano,"52,426"
2012,Pensacola,"52,340"
2012,HoffmanEstates,"52,305"
2012,Georgetown,"52,303"
2012,Yucaipa,"52,265"
2012,Florissant,"52,252"
2012,Hoboken,"52,034"
2012,OakPark,"52,015"
2012,BattleCreek,"51,911"
2012,Pflugerville,"51,894"
2012,Watsonville,"51,881"
2012,Peabody,"51,867"
2012,PerthAmboy,"51,744"
2012,Placentia,"51,673"
2012,LaCrosse,"51,647"
2012,Kingsport,"51,501"
2012,Milford,"51,488"
2012,WestNewYork,"51,464"
2012,Richland,"51,440"
2012,Lakewood,"51,385"
2012,CastleRock,"51,348"
2012,Albany,"51,322"
2012,Burlington,"51,306"
2012,Lehi,"51,173"
2012,Elkhart,"51,152"
2012,Minnetonka,"51,123"
2012,DeSoto,"51,102"
2012,Charleston,"51,018"
2012,Harrisonburg,"50,981"
2012,Saginaw,"50,790"
2012,Glendora,"50,719"
2012,Kirkland,"50,697"
2012,Bradenton,"50,672"
2012,Gilroy,"50,660"
2012,Southaven,"50,374"
2012,Plainfield,"50,244"
2012,PalmDesert,"50,013"
2012,SanMarcos,"50,001"
2012,GrandIsland,"49,989"
2012,AppleValley,"49,978"
2012,CasaGrande,"49,974"
2012,Troy,"49,946"
2012,PalmBeachGardens,"49,889"
2012,Enid,"49,854"
2012,Tigard,"49,774"
2012,NiagaraFalls,"49,722"
2012,Kentwood,"49,694"
2012,PinellasPark,"49,686"
